location,source,target,id,fuzzy,context,translator_comments,developer_comments
,avatar,avatar,,False,,,
,interpreter,interpreter,,False,,,
,Index,Index,,False,,,
,Province,Province,,False,,,
,State,State,,False,,,
,County,County,,False,,,
,District,District,,False,,,
,settlement,settlement,,False,,,
,Alignment,Alignment,,False,,,
,Background color,Background color,,False,,,
,Spacing,Spacing,,False,,,
,Above,Above,,False,,,
,Below,Below,,False,,,
,Borders,Borders,,False,,,
,Padding,Padding,,False,Spazio interno tra il testo e il riquadro,,
,Indentation,Indentation,,False,,,
,Justify,Justify,,False,,,
,Top,Top,,False,,,
,Bottom,Bottom,,False,,,
,overhang,overhang,,False,In un diagramma quanto sporge,,
,Employment,Employment,,False,,,
,Wedding,Wedding,,False,,,
,Gender,Gender,,False,,,
,Activate,Activate,,False,,,
,Region,Region,,False,,,
,Referenced,Referenced,,False,,,
,census,census,,False,,,
,Occupation,Occupation,,False,,,
,Residence,Residence,,False,,,
,namespace,namespace,,False,,,
,generated,generated,,False,,,
,Help,Help,,False,,,
,Multiple birth,Multiple birth,,False,,,Useita syntymäaikoja
,Forename,Forename,,False,,,Etunimi
,references,references,,False,,,
,reference,reference,,False,1,,
,Pattern,Pattern,,False,,,
,unambiguous,unambiguous,,False,,,
,ambiguous,ambiguous,,False,,,
,Township,Township,,False,,,
,paths,paths,,False,,,
,Nick Name,Nick Name,,False,,,
,Probate,Probate,,False,,,
,Welcome,Welcome,,False,,,
,Set,Set,,False,,,
,Save,Save,,False,,,
,Delete,Delete,,False,,,
,To start,To start,,False,,,
,Select,Select,,False,,,
,Full Name,Full Name,,False,,,
,eg.,eg.,,False,,,
,Hide,Hide,,False,,,
,Unhide,Unhide,,False,,,
,Show,Show,,False,,,
,Add,Add,,False,,,
,Please,Please,,False,,,
,Parent Family,Parent Family,,False,,,
,Parents,Parents,,False,,,
,family event,family event,,False,,,
,set,set,,False,,,
,All Families,All Families,,False,,,
,Pedigree Collapse,Pedigree Collapse,,False,,,
,timeline,timeline,,False,,,
,TimeLines,TimeLines,,False,,,
,Gathering,Gathering,,False,,,
,bookmark,bookmark,,False,,,
,vertical,vertical,,False,,,
,horizontal,horizontal,,False,,,
,Attaching,Attaching,,False,,,
,Patronymic,Patronymic,,False,,,
,merge,merge,,False,,,
,restore,restore,,False,,,
,Haplogroup,Haplogroup,,False,,,
,Tile,Tile,,False,,,
,Attribute,Attribute,,False,,,
,Prerequisites,Prerequisites,,False,1,,
,Chat,Chat,,False,,,
,Diversity,Diversity,,False,,,
,viewer,viewer,,False,,,
,preference,preference,,False,,,
,Descendants,Descendants,,False,,,
,ascendants,ascendants,,False,,,
,Verifying,Verifying,,False,,,
,Generation,Generation,,False,,,
,Deep Connections,Deep Connections,,False,,,
,Visualize,Visualize,,False,,,
,debugging,debugging,,False,,,
,Data Set,Data Set,,False,,,
,tagged,tagged,,False,,,
,resize,resize,,False,,,
,business,business,,False,,,
,work,work,,False,,,
,industry,industry,,False,,,
,Id,Id,,False,,,
,URLs,URLs,,False,,,
,Url,Url,,False,,,
,Descendant Fan,Descendant Fan,,False,,,
,Ancestry,Ancestry,,False,1,,
,Person,Person,,False,,,
,Regenerate semantic search index,Regenerate semantic search index,,False,,,
,End of Line Report,End of Line Report,,False,Report type in genealogy,,
,Company,Company,,False,,,
,company,company,,False,,,
,Regiment,Regiment,,False,,,
,command,command,,False,,,
,Rank,Rank,,False,,,
,Merge,Merge,,False,,,
,birth act,birth act,,False,,,
,naturalization,naturalization,,False,,,
,Server,Server,,False,,,
